name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions
"New York City, NY",2019-01-01T21:00:00,43.2,36,27.9,54.48,0,,,0,0,23,15,330,1020.4,25.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-01T22:00:00,42.5,35.4,26.7,53.22,0,,,0,0,,13.8,332,1020.2,45.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-01T23:00:00,41.4,34.2,25.7,53.17,0,,,0,0,21.9,13.4,314,1020.6,95.7,9.9,,,0,,Overcast
"New York City, NY",2019-01-02T00:00:00,40.1,32.5,25.9,56.63,0,,,0,0,,13.4,334,1021.6,80.8,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T01:00:00,38.6,31,24.9,57.65,0,,,0,0,,12.2,330,1022.1,20.8,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T02:00:00,38.2,30.8,24.7,57.98,0,,,0,0,,11.6,332,1022.8,29,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T03:00:00,37.1,28.9,23.6,57.66,0,,,0,0,,13,332,1023.8,29,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T04:00:00,37.1,30,22,53.98,0,,,0,0,19.7,10.3,334,1023.8,34.2,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T05:00:00,36.1,29.1,22,56.28,0,,,0,0,,9.4,346,1024.2,34.2,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T06:00:00,35.8,30.6,21.8,56.42,0,,,0,0,,6.3,13,1025,34.2,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T07:00:00,35.3,27.9,21.1,55.99,0,,,0,0,,9.8,1,1026.3,25.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-02T08:00:00,35.1,29.4,21.1,56.44,0,,,0,0,,6.7,11,1026.8,27.7,9.9,61,0.2,1,,Partially cloudy
"New York City, NY",2019-01-02T09:00:00,36,29.8,22.4,57.45,0,,,0,0,,7.8,28,1027.3,22.5,9.9,116,0.4,1,,Partially cloudy
"New York City, NY",2019-01-02T10:00:00,36.2,30.4,21.5,54.82,0,,,0,0,,7.1,28,1027.8,32.3,9.9,237,0.9,2,,
"New York City, NY",2019-01-02T11:00:00,37,32.2,21.3,52.59,0,,,0,0,,6,50,1027.7,31.5,9.2,287,1,3,,
"New York City, NY",2019-01-02T12:00:00,38,32.9,21.3,50.62,0,,,0,0,,6.7,60,1027.1,21.7,9.9,405,1.5,4,,
"New York City, NY",2019-01-02T13:00:00,38.1,33.9,20.7,49.16,0,,,0,0,,5.4,80,1026.2,21.7,9.9,350,1.3,4,,
"New York City, NY",2019-01-02T14:00:00,38.9,38.9,21.6,49.63,0,,,0,0,,2,29,1025.7,21.7,9.9,231,0.8,2,,
"New York City, NY",2019-01-02T15:00:00,38.7,34.5,22.1,51.01,0,,,0,0,,5.6,80,1025.4,21.7,9.9,113,0.4,1,,
"New York City, NY",2019-01-02T16:00:00,38.2,33.5,23.1,54.05,0,,,0,0,,6.3,150,1024.8,53.3,9.9,54,0.2,1,,
"New York City, NY",2019-01-02T17:00:00,37.3,31,23.2,56.36,0,,,0,0,,8.7,134,1024.7,58.4,9.9,15,0.1,0,,
"New York City, NY",2019-01-02T18:00:00,37.1,31.1,23,56.33,0,,,0,0,,8.1,146,1024.4,97.5,9.9,,,0,,
"New York City, NY",2019-01-02T19:00:00,37.3,31.4,23,56.01,0,,,0,0,,7.8,150,1024,93.9,9.9,,,0,,
"New York City, NY",2019-01-02T20:00:00,37.5,30.8,23,55.57,0,,,0,0,,9.4,156,1022.6,93.9,9.9,,,0,,
"New York City, NY",2019-01-02T21:00:00,38,31.7,23.5,55.44,0,,,0,0,,8.9,162,1021.7,93.9,9.9,,,0,,
"New York City, NY",2019-01-02T22:00:00,38.4,33.4,,59.66,0,,,0,0,,6.7,148,1020.6,93.9,9.9,,,0,,
"New York City, NY",2019-01-02T23:00:00,39.3,33.3,,61.9,0,,,0,0,,8.7,164,1019.4,84.1,9.9,,,0,,
"New York City, NY",2019-01-03T00:00:00,40.1,35.4,,66.34,0,,,0,0,,6.8,159,1018.9,72.2,9.9,,,0,,
"New York City, NY",2019-01-03T01:00:00,39.8,37.1,,76.31,0,,,0,0,,4.1,103,,69.3,9.9,,,0,,
"New York City, NY",2019-01-03T02:00:00,40.1,40.1,34.1,78.9,0,,,0,0,,2.7,103,,65.4,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T03:00:00,39.8,39.8,35.2,83.47,0,,,0,0,,2.7,81,,84.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T04:00:00,41.2,38.5,35.4,79.83,0,,,0,0,,4.1,137,,89.4,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T05:00:00,42.2,42.2,36.2,79.1,0,,,0,0,,2.7,235,,95.9,9.9,,,0,,Overcast
"New York City, NY",2019-01-03T06:00:00,43.5,43.5,36.9,77.17,0,,,0,0,,1.4,294,,89.4,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T07:00:00,44,39.2,37.9,79.01,0,,,0,0,,8.5,234,1011.5,93.1,9.9,6,0,0,,Overcast
"New York City, NY",2019-01-03T08:00:00,43.2,37.1,36.7,77.72,0,,,0,0,,11.3,252,1012,85.4,9.9,24,0.1,0,,Partially cloudy
"New York City, NY",2019-01-03T09:00:00,43.2,36.8,36,75.62,0,,,0,0,20.8,12,276,1012.6,84.6,9.9,84,0.3,1,,Partially cloudy
"New York City, NY",2019-01-03T10:00:00,42.9,35.8,35.2,74.02,0,,,0,0,,14.3,302,1013.2,25,9.9,144,0.5,1,,Partially cloudy
"New York City, NY",2019-01-03T11:00:00,43.5,36.2,33.2,66.85,0,,,0,0,21.9,15.4,316,1013.1,20.8,9.9,195,0.7,2,,Partially cloudy
"New York City, NY",2019-01-03T12:00:00,42.4,33.5,28.4,57.5,0,,,0,0,,20.6,322,1012.9,86.4,9.7,133,0.5,1,,Partially cloudy
"New York City, NY",2019-01-03T13:00:00,43.5,36.1,25,47.9,0,,,0,0,27.7,15.6,320,1013,40.7,9.9,283,1,3,,Partially cloudy
"New York City, NY",2019-01-03T14:00:00,43.1,34.9,22.6,43.97,0,,,0,0,29.9,18.2,330,1013.3,38.8,8.8,173,0.6,2,,Partially cloudy
"New York City, NY",2019-01-03T15:00:00,42.7,35.1,23.4,46.23,0,,,0,0,25.3,15.6,310,1014.2,73.8,9.9,243,0.9,2,,Partially cloudy
"New York City, NY",2019-01-03T16:00:00,41.2,34,24.4,50.93,0,,,0,0,21.9,13,312,1014.4,85.8,9.9,55,0.2,1,,Partially cloudy
"New York City, NY",2019-01-03T17:00:00,39.3,30.3,22.3,50.21,0,,,0,0,,16.9,316,1015,33.9,9.9,10,0,0,,Partially cloudy
"New York City, NY",2019-01-03T18:00:00,39.1,32.4,22,49.94,0,,,0,0,,10.5,322,1015.8,42.8,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T19:00:00,38.9,32.5,22.3,50.89,0,,,0,0,,9.6,320,1016.3,37,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T20:00:00,39,33.3,23.2,52.73,0,,,0,0,,8.1,332,1016.7,80.6,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T21:00:00,39,34.2,23.4,53.32,0,,,0,0,,6.5,303,1016.9,88.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T22:00:00,38.1,33.3,23.4,55.2,0,,,0,0,,6.3,258,1016.4,82.6,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-03T23:00:00,38,32.1,24,56.94,0,,,0,0,,8.1,246,1016.4,20.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-04T00:00:00,37.8,33.2,24.5,58.42,0,,,0,0,,5.8,227,1016,13.9,9.9,,,0,,Clear
"New York City, NY",2019-01-04T01:00:00,37.1,31.2,24.6,60.26,0,,,0,0,,7.8,252,1016.3,19.2,9.9,,,0,,Clear
"New York City, NY",2019-01-04T02:00:00,36.7,30.5,24.9,61.88,0,,,0,0,,8.2,246,1016.6,10.5,9.9,,,0,,Clear
"New York City, NY",2019-01-04T03:00:00,35.8,28.9,24.3,62.68,0,,,0,0,,9.1,256,1016.5,10.5,9.9,,,0,,Clear
"New York City, NY",2019-01-04T04:00:00,35.5,28.9,23.9,62.43,0,,,0,0,,8.2,242,1016,10.5,9.9,,,0,,Clear
"New York City, NY",2019-01-04T05:00:00,35.3,29.8,24.2,63.64,0,,,0,0,,6.5,226,1015.7,10.5,9.9,,,0,,Clear
"New York City, NY",2019-01-04T06:00:00,35.3,29.8,24.2,63.64,0,,,0,0,,6.5,226,1015.8,27.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-04T07:00:00,35.3,28.8,25.1,66.07,0,,,0,0,,8.1,220,1015.9,27.9,9.9,11,0,0,,Partially cloudy
"New York City, NY",2019-01-04T08:00:00,35.6,28.2,25.1,65.21,0,,,0,0,,10,226,1015.9,34.2,9.9,36,0.1,0,,Partially cloudy
"New York City, NY",2019-01-04T09:00:00,36.1,29.4,26.1,66.56,0,,,0,0,,8.9,226,1016,35.9,9.9,110,0.4,1,,Partially cloudy
"New York City, NY",2019-01-04T10:00:00,38.3,30.5,26.4,61.99,0,,,0,0,,12.4,224,1016,38.4,9.2,261,0.9,3,,Partially cloudy
"New York City, NY",2019-01-04T11:00:00,40.4,34.1,27.3,59.36,0,,,0,0,,10,216,1015.7,38.4,9.2,311,1.1,3,,Partially cloudy
"New York City, NY",2019-01-04T12:00:00,42.5,35.5,27.3,54.61,0,,,0,0,,13.4,212,1013.7,36.7,9.9,302,1.1,3,,Partially cloudy
"New York City, NY",2019-01-04T13:00:00,44.4,37.2,28.3,52.84,0,,,0,0,23,16.3,228,1013.2,38.4,9.9,258,0.9,3,,Partially cloudy
"New York City, NY",2019-01-04T14:00:00,45.2,38.3,29,52.71,0,,,0,0,,15.8,228,1012.6,32.3,9.9,174,0.6,2,,Partially cloudy
"New York City, NY",2019-01-04T15:00:00,46.3,40.1,29.2,50.98,0,,,0,0,,14.3,240,1012.6,34.4,9.9,111,0.4,1,,Partially cloudy
"New York City, NY",2019-01-04T16:00:00,46.1,40.7,29.3,51.64,0,,,0,0,,11.7,220,1012.2,37.5,9.9,49,0.2,0,,Partially cloudy
"New York City, NY",2019-01-04T17:00:00,45.2,39.9,31.9,59.4,0,,,0,0,,10.8,220,1012.1,32.3,9.9,12,0,0,,Partially cloudy
"New York City, NY",2019-01-04T18:00:00,44.9,40.3,33.3,63.56,0,,,0,0,,8.7,220,1012,32.3,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-04T19:00:00,44.9,41.1,34.8,67.57,0,,,0,0,,6.9,206,1011.4,32.3,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-04T20:00:00,45.1,42.2,36.2,70.75,0,,,0,0,,5.4,189,1011.3,32.3,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-04T21:00:00,44.8,41.1,36.9,73.48,0,,,0,0,,6.8,181,1010.6,32.3,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-04T22:00:00,45.8,45.8,36.9,70.83,0,,,0,0,,2,0,1009.3,39.2,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-04T23:00:00,45.8,45.8,37.8,73.55,0,,,0,0,,2.7,125,1008.8,59,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-05T00:00:00,46.5,46.5,37.1,69.69,0,,,0,0,,2.7,117,1007.7,94.1,9.9,,,0,,Overcast
"New York City, NY",2019-01-05T01:00:00,44.1,41.1,39.5,83.65,0.01,,,0,0,,5.4,54,1006.5,74.4,7.2,,,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-05T02:00:00,42.8,37.7,41.2,94.03,0.03,,,0,0,,8.6,35,1005.8,88.3,2.8,,,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-05T03:00:00,42.7,38.1,41.5,95.24,0.09,,,0,0,,7.6,42,1005,97.5,2.7,,,0,,"Rain, Overcast"
"New York City, NY",2019-01-05T04:00:00,42.7,37,41.5,95.24,0.03,,,0,0,,10,38,1003.5,99,1.8,,,0,,"Rain, Overcast"
"New York City, NY",2019-01-05T05:00:00,42.7,36.7,41.6,95.93,0.06,,,0,0,,10.8,42,1002.1,94.4,4,,,0,,"Rain, Overcast"
"New York City, NY",2019-01-05T06:00:00,42.7,36.7,41.2,94.2,0,,,0,0,,10.8,38,1001.1,100,2.5,,,0,,Overcast
"New York City, NY",2019-01-05T07:00:00,42.9,36.2,41.9,96.34,0,,,0,0,24.2,12.6,45,1000.8,100,2.3,5,0,0,,Overcast
"New York City, NY",2019-01-05T08:00:00,43.2,35.3,42,95.48,0,,,0,0,25.3,17.2,52,1000.2,100,2,13,0,0,,Overcast
"New York City, NY",2019-01-05T09:00:00,44.1,36.3,42.5,94.05,0.03,,,0,0,,17.9,46,999.2,100,1.6,36,0.1,0,,"Rain, Overcast"
"New York City, NY",2019-01-05T10:00:00,44.2,36.5,43,95.55,0.03,,,0,0,,17.7,42,998.5,100,4.4,44,0.2,0,,"Rain, Overcast"
"New York City, NY",2019-01-05T11:00:00,45,37.4,42.9,92.52,0.02,,,0,0,,18.1,32,997.5,100,2.3,56,0.2,1,,"Rain, Overcast"
"New York City, NY",2019-01-05T12:00:00,45.4,38.3,43.1,91.49,0.03,,,0,0,24.2,16.7,25,996.2,97.2,2.3,59,0.2,1,,"Rain, Overcast"
"New York City, NY",2019-01-05T13:00:00,44.3,37.4,43.1,95.5,0.04,,,0,0,,14.6,4,995.4,100,5.5,69,0.2,1,,"Rain, Overcast"
"New York City, NY",2019-01-05T14:00:00,44.4,38.3,42.5,92.98,0.01,,,0,0,,12.2,358,995.7,100,3.8,51,0.2,1,,"Rain, Overcast"
"New York City, NY",2019-01-05T15:00:00,45.4,39.2,42.3,88.82,0.01,,,0,0,,13.6,16,996.1,93.1,7.2,73,0.3,1,,"Rain, Overcast"
"New York City, NY",2019-01-05T16:00:00,44.4,37,42,91.32,0.04,,,0,0,24.2,16.8,334,998,85.9,7.7,22,0.1,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-05T17:00:00,43.4,36.4,41.4,92.5,0.01,,,0,0,,14.4,333,999.7,74.3,2.6,10,0,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-05T18:00:00,43.6,38,41.1,90.7,0.02,,,0,0,,10.3,338,1001.1,74.2,9.9,,,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-05T19:00:00,44.6,39.6,42,90.67,0.01,,,0,0,,9.4,326,1002.5,69.4,9.2,,,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-05T20:00:00,44.5,38.3,39.8,83.37,0,,,0,0,,12.6,316,1003.7,36.5,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-05T21:00:00,43.8,39.8,38.4,81.28,0,,,0,0,,6.9,330,1004.3,6.1,9.9,,,0,,Clear
"New York City, NY",2019-01-05T22:00:00,44.3,38,35.4,70.87,0,,,0,0,21.9,12.8,302,1004.9,0,9.9,,,0,,Clear
"New York City, NY",2019-01-05T23:00:00,43.2,36.6,34.1,70.11,0,,,0,0,25.3,12.7,310,1005.5,0,9.9,,,0,,Clear
"New York City, NY",2019-01-06T00:00:00,41.3,34.2,33,72.21,0,,,0,0,29.8,12.5,283,1006.4,0,9.9,,,0,,Clear
"New York City, NY",2019-01-06T01:00:00,40.4,33.1,31.1,69.27,0,,,0,0,,12.6,296,1006.8,0,9.9,,,0,,Clear
"New York City, NY",2019-01-06T02:00:00,40.1,34.1,30.8,69.26,0,,,0,0,,9.2,300,1007.9,0,9.9,,,0,,Clear
"New York City, NY",2019-01-06T03:00:00,40.1,33.6,30.8,69.26,0,,,0,0,,10.5,302,1008.5,0,9.9,,,0,,Clear
"New York City, NY",2019-01-06T04:00:00,40.7,34.5,31,68.27,0,,,0,0,,10,280,1008.4,4.4,9.9,,,0,,Clear
"New York City, NY",2019-01-06T05:00:00,42.4,36.9,32.3,67.34,0,,,0,0,23,9.2,258,1008.8,95.7,9.9,,,0,,Overcast
"New York City, NY",2019-01-06T06:00:00,44.2,38,34,67.15,0,,,0,0,20.8,12.4,238,1008.8,99,9.9,,,0,,Overcast
"New York City, NY",2019-01-06T07:00:00,44,39.1,34.2,68.37,0,,,0,0,,8.7,236,1009.4,94.4,9.9,7,0,0,,Overcast
"New York City, NY",2019-01-06T08:00:00,44.1,39,35,70.09,0,,,0,0,,9.4,226,1010.2,90.2,9.5,14,0.1,0,,Overcast
"New York City, NY",2019-01-06T09:00:00,45.3,40,35.4,68.14,0,,,0,0,,10.5,246,1011.3,62.1,9.5,26,0.1,0,,Partially cloudy
"New York City, NY",2019-01-06T10:00:00,46,41.7,35.4,66.33,0,,,0,0,,8.5,244,1012.2,83.9,9.5,44,0.2,0,,Partially cloudy
"New York City, NY",2019-01-06T11:00:00,47.8,42.1,31.2,52.43,0,,,0,0,25.1,13.9,273,1012.2,83.2,9.9,90,0.3,1,,Partially cloudy
"New York City, NY",2019-01-06T12:00:00,47.2,39.7,31.4,54.06,0,,,0,0,28.9,21.1,314,1012.2,75.5,9.9,162,0.6,2,,Partially cloudy
"New York City, NY",2019-01-06T13:00:00,48.5,40.6,26.8,42.64,0,,,0,0,36.1,25.3,308,1012.5,51.6,9.9,235,0.8,2,,Partially cloudy
"New York City, NY",2019-01-06T14:00:00,48.3,41,22.8,36.43,0,,,0,0,34.7,21.5,324,1013.2,53.6,9.9,264,1,3,,Partially cloudy
"New York City, NY",2019-01-06T15:00:00,46.8,39.3,22.2,37.46,0,,,0,0,32.7,20.4,300,1014.7,39.5,9.9,310,1.1,3,,Partially cloudy
"New York City, NY",2019-01-06T16:00:00,45.2,36.7,22,39.49,0,,,0,0,34.9,23.5,308,1016.2,85.8,9.9,107,0.4,1,,Partially cloudy
"New York City, NY",2019-01-06T17:00:00,43.3,35,21.9,42.39,0,,,0,0,31.6,19.3,316,1017.4,85.8,9.9,16,0.1,0,,Partially cloudy
"New York City, NY",2019-01-06T18:00:00,40.3,30.8,20,43.79,0,,,0,0,36.8,20.1,318,1019.5,25.4,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-06T19:00:00,38.4,29.4,17.4,42.28,0,,,0,0,31.2,16.3,332,1020.8,85.1,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-06T20:00:00,37.5,26.7,17.4,43.8,0,,,0,0,36.9,21.7,316,1022.1,80.1,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-06T21:00:00,35.4,23.7,14.4,41.74,0,,,0,0,36.5,23,328,1023.3,44.9,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-06T22:00:00,33.7,22.2,14.5,44.65,0,,,0,0,32.2,20.1,330,1023.9,10.5,9.9,,,0,,Clear
"New York City, NY",2019-01-06T23:00:00,32.6,20.2,14.4,46.63,0,,,0,0,32,22.4,326,1024.8,10.5,9.9,,,0,,Clear
"New York City, NY",2019-01-07T00:00:00,31.1,18.3,12.3,45.14,0,,,0,0,31.1,21.7,346,1026,4.4,9.9,,,0,,Clear
"New York City, NY",2019-01-07T01:00:00,30.1,19.5,11.6,45.5,0,,,0,0,29.8,14.3,320,1026.9,0,9.9,,,0,,Clear
"New York City, NY",2019-01-07T02:00:00,29.2,17.6,10.7,45.35,0,,,0,0,,16.1,328,1027.9,0,9.9,,,0,,Clear
"New York City, NY",2019-01-07T03:00:00,29.1,18.8,8.7,41.71,0,,,0,0,,12.8,330,1028.8,0,9.9,,,0,,Clear
"New York City, NY",2019-01-07T04:00:00,28.1,17.6,8.4,42.85,0,,,0,0,,12.8,326,1029,0,9.9,,,0,,Clear
"New York City, NY",2019-01-07T05:00:00,27.1,17.1,7.1,42.17,0,,,0,0,,10.9,334,1029.5,0,9.9,,,0,,Clear
"New York City, NY",2019-01-07T06:00:00,26.3,16.3,8.1,45.66,0,,,0,0,,10.7,360,1030.3,0,9.9,,,0,,Clear
"New York City, NY",2019-01-07T07:00:00,25.3,15.6,8.5,48.45,0,,,0,0,,9.6,330,1031.5,24.3,9.9,12,0,0,,Partially cloudy
"New York City, NY",2019-01-07T08:00:00,25.5,14.5,8.4,47.79,0,,,0,0,,12.2,338,1032.3,29,9.9,37,0.1,0,,Partially cloudy
"New York City, NY",2019-01-07T09:00:00,25.5,15.2,8.8,48.77,0,,,0,0,,10.8,338,1033.9,29,9.9,132,0.5,1,,Partially cloudy
"New York City, NY",2019-01-07T10:00:00,27,17.2,9.3,46.89,0,,,0,0,,10.5,18,1034.3,24.1,9.9,257,0.9,3,,Partially cloudy
"New York City, NY",2019-01-07T11:00:00,27.3,17.5,8.8,45.06,0,,,0,0,,10.7,354,1033.1,20.8,9.9,303,1.1,3,,Partially cloudy
"New York City, NY",2019-01-07T12:00:00,28.4,18.5,6,38.06,0,,,0,0,,11.5,358,1031.6,29,9.9,450,1.6,5,,Partially cloudy
"New York City, NY",2019-01-07T13:00:00,30.3,20.3,5.1,33.76,0,,,0,0,19.7,12.8,350,1030.6,17,9.9,476,1.7,5,,Clear
"New York City, NY",2019-01-07T14:00:00,30.4,21.2,3.2,30.7,0,,,0,0,,11.3,2,1030.2,20.8,9.9,319,1.1,3,,Partially cloudy
"New York City, NY",2019-01-07T15:00:00,30.5,22.7,0.9,27.6,0,,,0,0,,8.5,2,1030.7,22.8,9.9,162,0.6,2,,Partially cloudy
"New York City, NY",2019-01-07T16:00:00,30.5,24.7,1.3,28.08,0,,,0,0,,5.6,14,1029.9,46.6,9.9,45,0.2,0,,Partially cloudy
"New York City, NY",2019-01-07T17:00:00,31,31,1,27.15,0,,,0,0,,2,22,1029.8,52.6,9.9,11,0,0,,Partially cloudy
"New York City, NY",2019-01-07T18:00:00,31.3,25.1,3.3,29.82,0,,,0,0,,6.3,46,1029.5,97.5,9.9,,,0,,Overcast
"New York City, NY",2019-01-07T19:00:00,31.7,27.6,4.5,31.06,0,,,0,0,,4.1,,1028.9,88,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-07T20:00:00,32.2,25,5.6,32.05,0,,,0,0,,8.1,159,1028,80.5,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-07T21:00:00,32,25.5,9.4,38.29,0,,,0,0,,6.9,162,1028.3,56.5,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-07T22:00:00,33,26.3,11.9,41.05,0,,,0,0,,7.6,147,1027.2,42.4,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-07T23:00:00,33.4,25,15.3,47.05,0,,,0,0,,10.8,164,1025.4,58.6,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-08T00:00:00,34.3,27.1,20,55.55,0,,,0,0,,8.9,170,1024.6,97.5,9.9,,,0,,Overcast
"New York City, NY",2019-01-08T01:00:00,35.1,29.5,22.9,60.77,0,,,0,0,,6.7,199,1024.6,47.5,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-08T02:00:00,35.4,35.4,23.1,60.66,0,,,0,0,,2,243,1025.5,74.2,9.9,,,0,,Partially cloudy
"New York City, NY",2019-01-08T03:00:00,37,33.7,26.7,65.93,0,,,0,0,,4.1,128,1023.3,93.9,9.7,,,0,,Overcast
"New York City, NY",2019-01-08T04:00:00,36.1,32.8,31.5,83.14,0.02,,,0,0,,4.1,132,1021.9,89.2,8.5,,,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-08T05:00:00,37.6,35.1,34.2,87.46,0.02,,,0,0,,3.4,117,1021.2,90,7.4,,,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-08T06:00:00,38.7,36.4,36.2,90.93,0.02,,,0,0,,3.4,125,1020.5,100,8.3,,,0,,"Rain, Overcast"
"New York City, NY",2019-01-08T07:00:00,39.9,36.1,38.3,93.9,0.01,,,0,0,,5.4,20,1019.7,84.1,5.3,7,0,0,,"Rain, Partially cloudy"
"New York City, NY",2019-01-08T08:00:00,40.6,37.7,39.2,94.62,0,,,0,0,,4.4,276,1019.3,100,3.8,12,0,0,,Overcast
"New York City, NY",2019-01-08T09:00:00,42.2,42.2,40.8,94.65,0,,,0,0,,2.7,0,1018.4,99,4.6,44,0.2,0,,Overcast
